"Date Made Public","Company","Location","Type of breach","Type of organization","Records Breached","Total Records","Description of incident","Information Source","Source URL"
"November 23, 2016","Hewlett Packard Enterprise Services ","Plano, Texas","HACK","BSO","134,386","134,386","""According to a news release, Hewlett Packard Enterprise Services notified the Navy on Oct. 27 that one of the company's laptops operated by an employee who was supporting a Navy contract had been breached. On Tuesday, an analysis by HP Enterprise Services and a Naval Criminal Investigative Service investigation indicated personal information — including names and Social Security numbers — of 134,386 current and former sailors had been accessed by unknown individuals.""More information: http://www.washingtonexaminer.com/navy-130000-current-and-former-sailors...!","Media",""
"October 14, 2016","Washington Department of Fish and Wildlife","Olympia, Washington","HACK","GOV","1,700,000","Unknown","""About 1.7  million people who bought Washington hunting and fishing licenses before  mid-2006 have been notified that their personal information may have been  exposed earlier this year to a hacker who gained unauthorized access to a data  base maintained by the state's license vendor. Customers'  personal information included their names; addresses; birthdates; driver's  license numbers (customers had the option of providing this information)and  related details such as height, weight, and eye/hair color; and the last four  digits of Social Security numbers (the other five Social Security numbers were  encrypted). No credit  card or other financial data was exposed. The state  Office of Cyber Security, federal law enforcement agencies, and the vendor continue  to investigate the incident.""More information: http://wdfw.wa.gov/licensing/wild_system/","Government Agency",""
"August 25, 2016","Kentucky Department of Fish and Wildlife","Frankfort, Kentucky","HACK","GOV","Unknown","Unknown","""Someone illegally accessed Kentucky Department of Fish and Wildlife Resources customer information, officials announced Thursday.The information included names, addresses, birth dates, last four digits of Social Security numbers and phone numbers and email addresses. No credit card numbers, full Social Security numbers, usernames or passwords were accessed, officials said.Fish and Wildlife officials ""acted immediately to fix the vulnerability"" after learning of it earlier this week, they said.The department is working with the Commonwealth Office of Technology and other states that had similar breaches to ensure the security of their web systems.Anyone with questions about their accounts with the department can call 800-858-1549.""More information: http://www.wcpo.com/news/state/state-kentucky/ky-fish-and-wildlife-data-...","Media",""
"August 26, 2016","Idaho Department of Fish and Game","Boise, Idaho","HACK","GOV","Unknown","Unknown","""Idaho Fish and Game today learned that personal information for license buyers who began purchasing hunting and fishing licenses and tags prior to 2008 was potentially accessed by a breach of the online computer license sales system owned and operated by Active Network, a Texas-based company.During a Friday afternoon conference call, Active Network executives told Fish and Game that it cannot confirm whether any personal information was actually taken but that it is possible.The data breach apparently occurred sometime over the summer.  Personal information potentially includes name, age, address, and Social Security Number.  Idaho Fish and Game is required by state law to obtain this information to issue a license. Credit card information is not kept in the Active Network licensing system and Fish and Game is confident it was not accessed.“This is a serious matter and we encourage all license holders who may potentially be affected to take proactive steps to protect themselves,” Fish and Game Deputy Director Ed Schriever said.  “We apologize to our license buyers and will continue to work with Active Network to get to the bottom of this.”More information: https://idfg.idaho.gov/press/idaho-fish-and-game-customer-information-po...","Government Agency",""
"August 5, 2016","U.S. Department of Health and Human Services","Washington , District Of Columbia","PORT","GOV","5,000,000","5,000,000","""The top watchdogs in the House demanded to know Tuesday why a personal laptop taken from a federal building in Washington state was used to conduct child-support audits, especially because it and other stolen hard drives may have contained millions of names and Social Security numbers.The letter by the House government oversight panel's Republican chairman and senior Democrat to Health and Human Services Secretary Sylvia Burwell comes about a week after GOP investigators began looking into the breach in Olympia, Washington, which authorities say affected as many as five million people.""Your staff acknowledged that the use of personal equipment is a clear violation of HHS privacy and security policy,"" Utah Republican Jason Chaffetz and Maryland Democrat Elijah Cummings wrote in the letter obtained by The Associated Press. The break-ins occurred in early February at the federal Office of Child Support Enforcement.Chaffetz's committee has been critical of data breaches under the Obama administration, including when the U.S. Office of Personnel Management said last year hackers committed an unprecedented theft of private data for millions of federal workers.""More information: http://www.usnews.com/news/politics/articles/2016-04-05/senate-few-answe...","Media",""
"January 4, 2016","Salem Five Cents Savings Bank","Salem, Massachusetts","HACK","BSF","Three occasions reported for this bank totaling 315 individuals affected","315","Electronic breach affecting credit/debit cards as reported by the department of Consumer Affairs and Business Regulation the state of Massachusetts. More information: http://www.mass.gov/ocabr/docs/idtheft/data-breach-web-report-2016.pdf","Government Agency",""
"January 11, 2016","Motivate International Inc.","Brooklyn, New York","HACK","BSO","43","43","Electronic breach affecting Social Security numbers as reported by the department of Consumer Affairs and Business Regulation the state of Massachusetts. More information: http://www.mass.gov/ocabr/docs/idtheft/data-breach-web-report-2016.pdf","Government Agency",""
"January 12, 2016","Clarks Americas, Inc. ","Newton, Massachusetts","HACK","BSO","37","37","Electronic breach affecting Social Security numbers as reported by the department of Consumer Affairs and Business Regulation the state of Massachusetts. More information: http://www.mass.gov/ocabr/docs/idtheft/data-breach-web-report-2016.pdf","Government Agency",""
"January 12, 2016","The Cooperative Bank of Cape Cod","Cape Cod, Massachusetts","HACK","BSF","166","166","Electronic breach affecting credit/debit cards as reported by the department of Consumer Affairs and Business Regulation the state of Massachusetts. More information: http://www.mass.gov/ocabr/docs/idtheft/data-breach-web-report-2016.pdf","Government Agency",""
"January 12, 2016","Eastern Bank","Boston, Massachusetts","HACK","BSF","121","121","Electronic breach affecting credit/debit cards as reported by the department of Consumer Affairs and Business Regulation the state of Massachusetts. More information: http://www.mass.gov/ocabr/docs/idtheft/data-breach-web-report-2016.pdf","Government Agency",""
"December 28, 2016","Graphik Dimensions, Ltd. (pictureframes.com)","High Point, North Carolina","HACK","BSO","1,614 California residents. Information on additional individuals affected not available. The number is most likely greater then just the California number. ","1,614","""On or around November 9, 2016, Graphik Dimensions was advised that it had been identified as a common  point  of  purchase  for  credit  card  fraud.  On  or  around  November  29,  2016,  Graphik Dimensions’ investigation confirmed that an unidentified third party had injected malicious code into the pictureframes.com e-commerce site. The malicious code enabled the unidentified third party to acquire  credit card information while the purchase took place.   Graphik  Dimensions’ investigation revealed that the exploit existed between July 12, 2016 and November 30, 2016.   The  specific  information  that  may  have  been  obtained  by  the  unidentified  third  party  included customers’  name,  billing  address,  full  credit  card  number,  expiration  date,  CVV  number,  and  user name and password. Graphik Dimensions removed the malicious code from the affected system, and continues to take steps to ensure the security of its systems. It worked with the investigators, along with  other  subject  matter  experts,  to  ensure  the  security  of  its  customers’  data  and  to  implement  a remediation plan to improve security in Graphik Dimensions’ network.""More information: https://oag.ca.gov/ecrime/databreach/reports/sb24-65625","California Attorney General",""
"December 30, 2016","Sheet Metal Workers' Local Union No.104","Cupertino, California","DISC","BSO","Unknown","Unknown","""On November 16, 2016, we were made aware of a blog post claiming that the author was able to access sensitive member data on October 3, 2016.  Immediately after being made aware of the report, we launched an internal investigation to ensure the security of our systems.  We also retained third-party forensic experts to assist in the investigation of the incident and determine if our systems were accessed without authorization.  While the investigation is ongoing, we have no reason to believe that any member data has been used to engage in the identity theft or fraud.  We have no evidence the Local 104's systems were subject to unauthorized access; rather, we believe that the blogger may have accessed data on a system maintained by a Local 104 third-party vendor. What Information Was Involved? We determined that the unauthorized individual was able to obtain files containing certain types of your personal information including your name, address, phone number, date of birth, driver's license number and Social Security number. ""More information: https://oag.ca.gov/ecrime/databreach/reports/sb24-65675","California Attorney General",""
"December 29, 2016","PathGroup","Brentwood, Tennessee","DISC","MED","1,443","Unknown","                                                                        As
 reported by Health and Human Services unauthorized access/disclosure. No specific information as
 to what information was  
compromised  as provided by health and human services. More Information: https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf;jsessionid=9BF4AF...                  ","Government Agency",""
"December 29, 2016","PrimeWest Health","Alexandria, Minnesota","HACK","MED","2,441","Unknown","                                                                                As
 reported by Health and Human Services hacking/IT incident. No specific information as
 to what information was  
compromised  as provided by health and human services. More Information: https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf;jsessionid=9BF4AF...                    ","Government Agency",""
"December 27, 2016","Susan M. Hughes Center","Cherry Hill, New Jersey","HACK","MED","11,400","Unknown","                                                                                As
 reported by Health and Human Services hacking/IT incident. No specific information as
 to what information was  
compromised  as provided by health and human services. More Information: https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf;jsessionid=9BF4AF...                    ","Government Agency",""
"December 23, 2016","Waiting Room Solutions Limited Liability Limited Partnership","Goshen, New York","DISC","MED","700","Unknown","                                                                                As
 reported by Health and Human Services unauthorized access/disclosure. No specific information as
 to what information was  
compromised  as provided by health and human services. More Information: https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf;jsessionid=9BF4AF...                    ","Government Agency",""
"December 21, 2016","Henry County Health Department","Napoleon, Ohio","PHYS","MED","574","Unknown","                                                                                As
 reported by Health and Human Services as theft. No specific information as
 to what information was  
compromised  as provided by health and human services. More Information: https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf;jsessionid=9BF4AF...                    ","Government Agency",""
"January 18, 2017","California Department of Justice","Sacramento, California","DISC","GOV","3,424","3,424","""Radio (KPCC), an NPR affiliate, sought all information on Firearms Safety Certifications available from the California Department of Justice.The information was released in October, and a clerical error gave the reporter wide access to the personal information of 3,424 firearms instructors -- whose dates of birth, driver’s license numbers and California identification numbers were handed over, according to NRA-ILA, the legislative arm of the National Rifle Association.The error was caught two months later, and the California DOJ sent out a letter to all of the Golden State’s instructors letting them know their personal information had been compromised.""More information:http://www.foxnews.com/us/2017/01/18/california-snafu-releases-personal-...","Media",""
"June 14, 2016","Sutter County Courthouse","Yuba City, California","DISC","GOV","Total unknown. Currently reported are 43 Social Security numbers were visible.","43","""Private personal information of potentially thousands of people was unintentionally available on public access computers in the Sutter County Superior Courthouse on Monday.The data breach occurred when a new case management system went live Monday morning. The system was taken down the same afternoon after an Appeal-Democrat reporter alerted Court Executive Officer Stephanie Hansel that sensitive and private information was viewable to the public.For about six hours, anyone who searched for a criminal or traffic case on public access computers could view the defendant's Social Security number, birthday, driver's license number and home address. State court rules clearly say such data should be redacted by court clerks for the protection of privacy.""More information: http://www.govtech.com/dc/articles/California-County-Courthouse-Suffers-...","Media",""
"January 26, 2016","Centene","St. Louis, Missouri","PORT","BSF","950,000","950,000","""Centene, a St. Louis-based payer, is searching for six missing hard drives that contain protected health information of approximately 950,000 individuals. The six hard drives contain information of individuals who received laboratory services from 2009 to 2015, including names, addresses, birth dates, Social Security numbers, member ID number and health information. There is no financial or payment information stored on the hard drives, according to the payer.Centene noticed the hard drives were missing when they were unaccounted for in an inventory of IT assets. The hard drives were part of a data project that used laboratory results to improve health outcomes.The payer does not believe the information has been inappropriately used but has launched an ongoing search ""out of abundance of caution and in transparency,"" according to a media notice.""More information: http://www.beckershospitalreview.com/healthcare-information-technology/c...","Media",""
"January 27, 2016","cPanel","Houston, Texas","HACK","BSO","Unknown","Unknown","""Website administration firm cPanel told customers that it had been hacked over the weekend, potentially exposing contact information in the process.Customers' names, contact details, and encrypted (and salted) passwords were publicly aired due to a series of unfortunate events.Payment information, kept on a separate system, remains safe.Passwords ought to be safe too, but cPanel is taking the opportunity to get customers with older password encryption to change up anyway.“I am writing to let you know that one of our user databases may have been breached,” the firm warned customers in an email over the weekend (republished online here). “Although we successfully interrupted the breach, it is still possible that user contact information may have been susceptible.”“The customer contact information that may have been susceptible is limited to names, contact information, and encrypted (and salted) passwords. Please note that our credit card information is stored in a separate system designed for credit card storage and is not impacted by this possible breach.”“Although current passwords are stored salted and encrypted, we are accelerating our move to stronger password encryption at the same time in order to minimize disruption. In order to safeguard the system, we will force all users with older password encryption to change their passwords,” it added.This is a fairly minor breach and the main outcome – if crooks manage to get their hands on the potentially exposed contact info – is more convincing phishing emails.""More information: http://www.theregister.co.uk/2016/01/27/cpanel_security_breach/","Media",""
"February 8, 2016","Department Homeland Security","Washington, District Of Columbia","HACK","GOV","9,000","Unknown","""Computer hackers have accessed and dumped personal information of more than 9,000 Department of Homeland Security employees, and the hackers suggest they have the information of more than 20,000 FBI employees, reports Motherboard. Breached information includes names, job titles, email addresses and phone numbers of employees.The hacker told Motherboard they obtained the data by ""compromising the email account"" of an employee in the Department of Justice, though they did not expand on how the account was accessed. The hacker contacted the Motherboard reporter through the compromised DOJ account, according to the report.The hacker then reportedly tried logging into a DOJ web portal. When the hacker ran into trouble accessing the portal, the hacker told Motherboard he called the department and said he was new and didn't know how to access the portal. ""They asked if I had a token code, I said no, they said, 'That's fine, just use our one,'"" the hacker told Motherboard.Once gaining entry into the web portal, the hacker had access to documents on the local network, including a database of government workers on a DOJ intranet, according to the report.The hacker said he had access to 1 TB of data, of which he downloaded 200 GB, according to the report.According to The Hill, the hacker appears to be motivated by the United States' support of Palestine.""More information: http://www.beckershospitalreview.com/healthcare-information-technology/h...","Media",""
"May 17, 2016","LinkedIn","Mountain View, California","HACK","BSO","117,000,000","Unknown","""A recent incident involving LinkedIn, the business-oriented social 
networking service, is showing that data breaches can cause big problems
 for companies and consumers — even years after the breaches take place.
 On May 17, 2016, LinkedIn discovered that information stolen in a 2012 
incident was being made available online, and notified site users immediately the next day about what happened and what they were doing to fix it.
In 2012, an alleged 117 million
 email and password combinations were stolen by hackers. At the time, 
LinkedIn issued a mandatory password reset for any accounts they thought
 were compromised; all LinkedIn members were encouraged to change their 
passwords as well, just in case.
Fast forward to present day, and the 2012 breach has come back to 
haunt LinkedIn. The stolen data popped up online, and in an e-mail to 
LinkedIn users sent on May 25, 2016, the company said the published 
information included email addresses, hashed passwords, and LinkedIn 
member IDs, which are an internal identifier LinkedIn assigns to each 
member profile. They immediately invalidated passwords of all LinkedIn 
accounts that were created prior to the 2012 breach and had not 
undergone a password reset since the breach.
LinkedIn’s attempts to protect users, however, are extending beyond 
resetting passwords this time. They are also using automated tools to 
try and identify (and block) any suspicious activity on specific 
LinkedIn accounts. The proper authorities have been contacted and 
LinkedIn is working with law enforcement. They have demanded that anyone
 making stolen password data available must stop immediately, or face 
potential legal action.
In their e-mail, the company also shared that they have improved 
security features since the 2012 breach, which will hopefully prevent 
another incident like this from happening in the future. As examples, 
they noted that they use salted hashes to store passwords and offer two-step verification
 for members who are interested in additional security. LinkedIn also 
encouraged members to use strong passwords and to change them regularly.
 If you don’t change your password often enough because you have trouble
 remembering new passwords, consider using a password manager, which can help you keep all of your passwords organized.""More information: https://www.identityforce.com/blog/linkedin-data-breach-continues-cause-...","Media",""
"May 13, 2016","Tumblr","New York, New York","HACK","BSO","65,469,298","Unknown","""A third party accessed a set of Tumblr user email addresses with salted and hashed passwords, the Yahoo-owned microblogging site said Thursday.
The credentials are from early 2013, prior to Tumblr's acquisition by Yahoo, officials said in a May 12 blog post.  
The site's security team investigated the matter as soon as it became aware of the incident.
“Our analysis gives us no reason to believe that this information was used to access Tumblr accounts,” the blog said. 
Officials said in the blog that those affected will be required to 
set a new password as a precaution. Users are instructed to visit the 
sites security page for more information on how to keep their accounts 
secure.""More information: https://www.scmagazine.com/tumblr-announces-email-credentials-compromise...UPDATE (5/31/2016):  ""More than 65 million Tumblr accounts from a 2013 breach were spotted for sale on the dark web. 
Security researcher and Haveibeenpwned
 owner Troy Hunt recently found a database containing the stolen account
 information for sale on a dark web market site and listed the breach on
 his own site as the third largest ever.
A hacker known as Peace was selling the database for $150, according to Vice's Motherboard.
 Peace told Motherboard the price is so low because the salted passwords
 are very difficult to crack however, Hunt told the publication roughly 
half of the passwords will likely be cracked due to weak password 
protections that were used at the time. 
On May 12, Tumblr notified
 users of the breach that compromised user email addresses with salted 
and hashed passwords from early 2013 and told users there is no reason 
to believe that the information was used to access their Tumblr 
accounts.
Although the breach isn't as bad as other major breaches, it has the 
potential to be dangerous for users who re-use passwords, Kaspersky Lab 
Senior Security Researcher Brian Bartholomew told SCMagazine.com via 
email. 
“If you were to think about how many users from Tumblr have Apple 
cloud accounts, Twitter accounts, Gmail or other online mail accounts, 
etc. the potential risk is high for this breach to bleed over into other
 stories down the road,” he said.  “These credentials could be used by 
criminals to access anything from bank accounts, to mail accounts, to 
other online systems that may house personal data / pictures / etc.”
Bartholomew also said the credentials could be used to carry out phishing attacks, targeting and extortion.""More information: https://www.scmagazine.com/tumblr-accounts-from-2013-breach-for-sale-on-...","Media",""
"January 23, 2017","Pool Supply Unlimited","Ontario, California","HACK","BSO","Unknown","Unknown","""On January 11, 2017 Pool Supply Unlimited learned that a third party computer server utilized for our website was hacked.  In the last week poolsupplyunlimited.com has been held hostage by a group of hackers in Iran.  Unfortunately, this specific group of hackers have been cuasing problems for American companies big ans small for years.We have been working closely with the FBI since the breach. It was only this morning that we learned the extent of the information stolen during the hack. More information: https://oag.ca.gov/ecrime/databreach/reports/sb24-65971","California Attorney General",""
"January 26, 2017","Cuddl Duds (Komar & Sons, Inc)","Jersey City, New Jersey","HACK","BSO","Unknown","Unknown","""Cuddl Duds is writing regarding a recent data security incident that may impact certain payment card  information  used  by  you  at  our  e-commerce  website.    We  wanted  to  provide  you  with information about this incident, our response, and steps you can take to prevent fraud, should you feel it necessary to do so.   What Happened?  On or around December 1, 2016, we received reports of suspicious activity from our third party e-commerce partner.  We immediately began to investigate these reports to identify  what  happened  and  what  information was  impacted.    Third-party  computer  forensic investigators were retained to assist with the investigation into what happened and what data was impacted.  The investigation initially identified suspicious files on the system.  In an abundance of caution,  all  user  passwords  were  reset  as  this  incident  was  initially  determined  to  impact  only name,  address,  email  address,  and  encrypted  passwords. Further  investigation  identified a malicious  code  inserted  into  the  e-commerce  website.    Upon  identifying  the  malicious  code, Cuddl  Duds  and  its  partner  quickly  took  steps  to  remove  the  code  and  prevent  further unauthorized  access.  A  review  of  the  code  determined  that  it  was  capable  of  collecting information provided by customers on the checkout page of Cuddl Duds.   What Information Was Involved?  Cuddl Duds’s investigation has revealed that the malicious code collected demographic and credit card information entered on our e-commerce site checkout page  between  March  1,  2015  and  December  1,  2016.    The  information  collected  included  the cardholder’s  name,  shipping  address,  billing  address,  email  address,  card  number,  card  type, expiration date, and CVV.  If you were a registered user at our site, your login and password would also have been collected.  All user passwords were changed in December after the discovery of the files.""More information: https://oag.ca.gov/ecrime/databreach/reports/sb24-66044","California Attorney General",""
"January 27, 2017","Synergy Specialists Medical Group","San Diego, California","HACK","MED","Unknown","Unknown","""On December 9, 2016, we became aware that some patients had received an email from our office earlier that morning that we did not send. Specifically, it appeared to be an email alerting you that our office had a “Docusign” document waiting for you to review. Upon discovery of this fraudulent activity, we immediately sent an email alerting you not to open the email. We also immediately took action to secure our Gmail account and promptly hired forensic IT specialists to determine exactly what happened and whether any of our other systems were affected. Fortunately, the fraudulent activity was determined to be limited to our Gmail account only. What Information Was Involved? Any  information  you  sent  to  or  received  from  our  office  on  drjsbdpm@gmail.com.  This  could  include  completed  patient  registration  forms  if  you  emailed  them  to  us,  prescription  or  lab  requests,  and  the  content  of  voicemail messages you have left for our office as they would be email transcribed to us for quicker response. We do not send patient records electronically unless specifically requested by a patient so the information is limited to your requests. Further, our office email recipient list, which potentially included your first and last name, and email address may have been exposed.""More information: https://oag.ca.gov/ecrime/databreach/reports/sb24-66062","California Attorney General",""
"January 27, 2017","International Code Council","Brea, California","HACK","NGO","Unknown","Unknown","""We  are  writing  to  inform  you  of  an  incident  at  International  Code  Council  (“ICC”)  that  may  have  resulted  in  the  disclosure  of  your  name  and  payment  card  information.  We  take  the  security  of  your  personal  information  very  seriously, and sincerely apologize for any inconvenience this incident may cause. This letter contains information about steps you can take to protect yourself.What happened and what information was involved: On December 16, 2016, we discovered an issue potentially impacting the processing of credit and debit card purchases made  through  our  online  store.  We  immediately  took  action  to  secure  our  system  and  conducted  an  investigation  to determine what information may have been accessed. The independent forensics investigation, which took time, determined that customer payment card information, including name, address, and credit/debit card information may have been compromised between the dates April 25, 2016 – May 24, 2016, and July 11, 2016 - September 14, 2016. The security incident has been contained, and you may continue use your credit and debit cards securely.""","California Attorney General",""
"January 4, 2016","Elite Imaging",", Florida","PHYS","MED","1457","Unknown","A log book (sign-in book) containing information about the covered entity’s (CE) patients was stolen from its offices and returned anonymously with a letter.  The log-book contained the patients’ full names and the name of the procedure conducted for each patient. The breach affected 1,457 patients.  The CE provided breach notification to HHS, affected individuals, and the media.  The CE conducted a full review of the incident and filed a police report. It also reviewed and modified its safeguards policies and internal procedures, implemented a new log in procedure, updated its software, and re-trained all staff received on its new policies.  The CE’s shredding vendor securely disposed of the log books.  OCR obtained assurances that the CE implemented the corrective actions listed above.
Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"January 6, 2016","AHRC Nassau ",", New York","DISC","MED","1200","Unknown","Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"January 11, 2016","Brigham and Women's Hospital",", Massachusetts","HACK","MED","1009","Unknown","Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"January 14, 2016","G&S Medical Associates, LLC",", New Jersey","HACK","MED","3000","Unknown","Location of breached information: Desktop Computer
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"January 14, 2016","Felicia Lewis, MD Lakewood Hills Internal Medicine",", Texas","HACK","MED","1500","Unknown","OCR closed the investigation after it determined that the covered entity (CE) had closed its medical practice and was no longer a CE.
Location of breached information: Electronic Medical Record
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"January 14, 2016","Blue Shield of California",", California","DISC","MED","20764","Unknown","Location of breached information: Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"January 15, 2016","CDC/NIOSH/ World Trade Center Health Program (WTCHP)",", Georgia","DISC","MED","597","Unknown","The covered entity (CE), CDC/NIOSH/World Trade Center Health Program, discovered that mail sent via the U.S. Postal Service (USPS) containing protected health information (PHI) was damaged en route to the recipient and some of the pages were missing upon receipt.  The missing documents contained the names, provider names and numbers, medical codes, dates of service, and the treatment information for 597 individuals.  The CE provided breach notification to HHS, affected individuals, and substitute notice on its website.  The CE also set up a toll free telephone number to answer questions.  Notification to a prominent media outlet was not required as the breach did not affect 500 or more individuals residing in the same region.  In response to the breach, the CE requested that the USPS conduct a Mail Recovery Search to locate the lost and/or unidentifiable pages, but the missing documents were not found.  OCR obtained assurances that the CE implemented the corrective actions listed above.  
Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"January 15, 2016","Hawai‘i Medical Service Association",", Hawaii","DISC","MED","10179","Unknown","Between April and November 2015, the covered entity (CE), Hawai'i Medical Service Association, mistakenly sent care management letters to incorrect addresses, affecting approximately 10,179 patients’ protected health information (PHI).  The types of PHI involved in the breach included names and the implied suggestion that individuals may have certain medical conditions.  The CE provided breach notification to HHS, affected individuals, and the media.  Following the breach, the CE updated its risk analysis and risk management plan and enhanced physical security.  OCR obtained assurances that the CE implemented the corrective actions noted above.
Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"January 15, 2016","New West Health Services d/b/a New West Medicare ",", Montana","PHYS","MED","28209","Unknown","OCR opened an investigation of the covered entity (CE), New West Health Services, dba New West Medicare, after it reported that an employee’s unencrypted laptop computer was stolen from a hotel meeting room.  The types of electronic protected health information (ePHI) involved in the breach included demographic information, social security numbers, Medicare claim numbers, financial information, diagnoses, medical histories, and prescription information, and affected 28,209 individuals. The CE provided breach notification to HHS, affected individuals, and the media and provided individuals' with free credit monitoring and identity theft protection services. Following the breach, the CE improved safeguards by recalling all of its laptops to ensure they were encrypted, installing geo-location capabilities on all of its laptops, and installing remote wiping software on all of its company-issued BlackBerry devices. The CE also sanctioned the employee whose laptop was stolen, retrained its staff on HIPAA privacy and security requirements, and created a new data incident response plan.  OCR obtained assurances that the CE implemented the corrective actions noted above.  Due to financial considerations, the CE announced that it will cease all operations in 2017 after it fulfills its 2016 insurance plan requirements.  
Location of breached information: Laptop
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"January 21, 2016","The University of Texas System Administration",", Texas","DISC","MED","794","Unknown","The CE sent an email reminder to approximately 794 COBRA participants regarding their premium due date that, inadvertently, displayed the email addresses of all individuals who received the reminder.  The email contained names and identified individuals as a plan participant.  Upon discovering the breach, the CE implemented additional technical safeguards to prevent similar incidents from occurring.  The CE sanctioned the workforce member responsible for the error and re-trained workforce members on its policy regarding the emailing of electronic PHI.  The CE provided breach notification to HHS, affected individuals, and the media.  The CE also amended its Breach Notification policies and procedures to better clarify the notice requirements specified under the Breach Notification Rule.   OCR obtained assurances that the CE implemented the corrective actions listed.
Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"January 25, 2016","Livongo Health, Inc.",", Illinois","DISC","MED","1950","Unknown","The covered entity (CE) learned that its business associate (BA) mislabeled certain packages containing lancet devices so that the devices were sent and delivered to the correct address, but the shipping label stated the wrong name for the CE's members.  The label included the wrong member’s name and information from which it could be incorrectly inferred that the individual was to receive a lancet device from the CE and had diabetes.  This breach affected 1,950 individuals.  The CE provided breach notice to HHS and affected individuals. Following the breach, the CE terminated its relationship with this BA, added a quality assurance process, and communicated the new process to its staff.  OCR obtained documented assurances that the CE implemented the corrective actions listed above. 
Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"January 25, 2016","Community Mercy Health Partners",", Ohio","PHYS","MED","113528","Unknown","Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"January 29, 2016","Crown Point Health Center",", Indiana","PHYS","MED","1854","Unknown","Patients’ empty paper file folders with protected health information (PHI) appearing on the front cover were improperly disposed of when an employee put them in the regular trash.  The PHI on the cover included patients' dates of birth, medical record numbers, and guarantors' names.  Approximately 1,854 individuals were affected by this breach.  The covered entity (CE) provided breach notification to HHS, affected individuals and the media. The notification letter informed the individuals that a hotline had been established to address their questions and provided the hotline phone number. To prevent a similar breach from happening in the future, the CE sanctioned the involved employee and counseled the remaining staff regarding this matter.  OCR obtained assurances that the CE implemented the corrective actions listed above.
Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"February 2, 2016","Louisiana Healthcare Connections",", Louisiana","PHYS","MED","13086","Unknown","Location of breached information: Other
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"February 2, 2016","Grx Holdings, LLC dba Medicap Pharmacy",", Iowa","PHYS","MED","2300","Unknown","An external hard drive containing the clinical and demographic information of approximately 2,300 individuals inadvertently fell into a garage can around November 5, 2015.  The covered entity (CE), Grx Holdings, LLC dba Medicap Pharmacy, provided breach notification to HHS, affected individuals, and the media.  In response to the breach, the CE adhered the external hard drives to the wall and initiated a change to eliminate the use of external hard drives as a data backup.  It also sanctioned and retrained the involved employees.  OCR obtained documentation that the CE implemented these corrective action steps.
Location of breached information: Other
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
